location,date,variant,num_sequences
Bulgaria,2021-02-08,Delta,0
Bulgaria,2021-02-08,Epsilon,0
Bulgaria,2021-02-08,Eta,0
Bulgaria,2021-02-08,Gamma,0
Bulgaria,2021-02-08,Iota,0
Bulgaria,2021-02-08,Kappa,0
Bulgaria,2021-02-08,Lambda,0
Bulgaria,2021-02-08,Mu,0
Bulgaria,2021-02-08,Omicron,0
Bulgaria,2021-02-08,S:677H.Robin1,0
Bulgaria,2021-02-08,S:677P.Pelican,0
Bulgaria,2021-02-08,others,11
Bulgaria,2021-02-08,non_who,50
Bulgaria,2021-02-22,Alpha,234
Bulgaria,2021-02-22,B.1.1.277,0
Bulgaria,2021-02-22,B.1.1.302,0
Bulgaria,2021-02-22,B.1.1.519,0
Bulgaria,2021-02-22,B.1.160,4
Bulgaria,2021-02-22,B.1.177,4
Bulgaria,2021-02-22,B.1.221,3
Bulgaria,2021-02-22,B.1.258,2
Bulgaria,2021-02-22,B.1.367,0
Bulgaria,2021-02-22,B.1.620,0
Bulgaria,2021-02-22,Beta,0
Bulgaria,2021-02-22,Delta,0
Bulgaria,2021-02-22,Epsilon,0
Bulgaria,2021-02-22,Eta,0
Bulgaria,2021-02-22,Gamma,0
Bulgaria,2021-02-22,Iota,0
Bulgaria,2021-02-22,Kappa,0
Bulgaria,2021-02-22,Lambda,0
Bulgaria,2021-02-22,Mu,0
Bulgaria,2021-02-22,Omicron,0
Bulgaria,2021-02-22,S:677H.Robin1,0
Bulgaria,2021-02-22,S:677P.Pelican,0
Bulgaria,2021-02-22,others,4
Bulgaria,2021-02-22,non_who,17
Bulgaria,2021-03-08,Alpha,380
Bulgaria,2021-03-08,B.1.1.277,0
Bulgaria,2021-03-08,B.1.1.302,0
Bulgaria,2021-03-08,B.1.1.519,0
Bulgaria,2021-03-08,B.1.160,11
Bulgaria,2021-03-08,B.1.177,0
Bulgaria,2021-03-08,B.1.221,1
Bulgaria,2021-03-08,B.1.258,2
Bulgaria,2021-03-08,B.1.367,0
Bulgaria,2021-03-08,B.1.620,0
Bulgaria,2021-03-08,Beta,0
Bulgaria,2021-03-08,Delta,0
Bulgaria,2021-03-08,Epsilon,0
Bulgaria,2021-03-08,Eta,0
Bulgaria,2021-03-08,Gamma,0
Bulgaria,2021-03-08,Iota,0
Bulgaria,2021-03-08,Kappa,0
Bulgaria,2021-03-08,Lambda,0
Bulgaria,2021-03-08,Mu,0
Bulgaria,2021-03-08,Omicron,0
Bulgaria,2021-03-08,S:677H.Robin1,0
Bulgaria,2021-03-08,S:677P.Pelican,0
Bulgaria,2021-03-08,others,13
Bulgaria,2021-03-08,non_who,27
Bulgaria,2021-03-22,Alpha,623
Bulgaria,2021-03-22,B.1.1.277,0
Bulgaria,2021-03-22,B.1.1.302,0
Bulgaria,2021-03-22,B.1.1.519,0
Bulgaria,2021-03-22,B.1.160,2
Bulgaria,2021-03-22,B.1.177,0
Bulgaria,2021-03-22,B.1.221,0
Bulgaria,2021-03-22,B.1.258,1
Bulgaria,2021-03-22,B.1.367,0
Bulgaria,2021-03-22,B.1.620,0
Bulgaria,2021-03-22,Beta,0
Bulgaria,2021-03-22,Delta,0
Bulgaria,2021-03-22,Epsilon,0
Bulgaria,2021-03-22,Eta,0
Bulgaria,2021-03-22,Gamma,0
Bulgaria,2021-03-22,Iota,0
Bulgaria,2021-03-22,Kappa,0
Bulgaria,2021-03-22,Lambda,0
Bulgaria,2021-03-22,Mu,0
Bulgaria,2021-03-22,Omicron,0
Bulgaria,2021-03-22,S:677H.Robin1,0
Bulgaria,2021-03-22,S:677P.Pelican,0
Bulgaria,2021-03-22,others,4
Bulgaria,2021-03-22,non_who,7
Bulgaria,2021-04-05,Alpha,552
Bulgaria,2021-04-05,B.1.1.277,0
Bulgaria,2021-04-05,B.1.1.302,0
Bulgaria,2021-04-05,B.1.1.519,0
Bulgaria,2021-04-05,B.1.160,0
Bulgaria,2021-04-05,B.1.177,2
Bulgaria,2021-04-05,B.1.221,0
Bulgaria,2021-04-05,B.1.258,0
Bulgaria,2021-04-05,B.1.367,0
Bulgaria,2021-04-05,B.1.620,0
Bulgaria,2021-04-05,Beta,0
Bulgaria,2021-04-05,Delta,0
Bulgaria,2021-04-05,Epsilon,0
Bulgaria,2021-04-05,Eta,0
Bulgaria,2021-04-05,Gamma,0
Bulgaria,2021-04-05,Iota,0
Bulgaria,2021-04-05,Kappa,0
Bulgaria,2021-04-05,Lambda,0
Bulgaria,2021-04-05,Mu,0
Bulgaria,2021-04-05,Omicron,0
Bulgaria,2021-04-05,S:677H.Robin1,0
Bulgaria,2021-04-05,S:677P.Pelican,0
Bulgaria,2021-04-05,others,3
Bulgaria,2021-04-05,non_who,5
Bulgaria,2021-04-19,Alpha,370
Bulgaria,2021-04-19,B.1.1.277,0
Bulgaria,2021-04-19,B.1.1.302,0
Bulgaria,2021-04-19,B.1.1.519,0
Bulgaria,2021-04-19,B.1.160,0
Bulgaria,2021-04-19,B.1.177,0
Bulgaria,2021-04-19,B.1.221,0
Bulgaria,2021-04-19,B.1.258,0
Bulgaria,2021-04-19,B.1.367,0
Bulgaria,2021-04-19,B.1.620,0
Bulgaria,2021-04-19,Beta,0
Bulgaria,2021-04-19,Delta,1
Bulgaria,2021-04-19,Epsilon,0
Bulgaria,2021-04-19,Eta,0
Bulgaria,2021-04-19,Gamma,0
Bulgaria,2021-04-19,Iota,0
Bulgaria,2021-04-19,Kappa,0
Bulgaria,2021-04-19,Lambda,0
Bulgaria,2021-04-19,Mu,0
Bulgaria,2021-04-19,Omicron,0
Bulgaria,2021-04-19,S:677H.Robin1,0
Bulgaria,2021-04-19,S:677P.Pelican,0
Bulgaria,2021-04-19,others,0
Bulgaria,2021-04-19,non_who,0
Bulgaria,2021-05-03,Alpha,253
Bulgaria,2021-05-03,B.1.1.277,0
Bulgaria,2021-05-03,B.1.1.302,0
Bulgaria,2021-05-03,B.1.1.519,0
Bulgaria,2021-05-03,B.1.160,0
Bulgaria,2021-05-03,B.1.177,0
Bulgaria,2021-05-03,B.1.221,0
Bulgaria,2021-05-03,B.1.258,0
Bulgaria,2021-05-03,B.1.367,0
Bulgaria,2021-05-03,B.1.620,0
Bulgaria,2021-05-03,Beta,0
Bulgaria,2021-05-03,Delta,0
Bulgaria,2021-05-03,Epsilon,0
Bulgaria,2021-05-03,Eta,0
Bulgaria,2021-05-03,Gamma,0
Bulgaria,2021-05-03,Iota,0
Bulgaria,2021-05-03,Kappa,0
Bulgaria,2021-05-03,Lambda,0
Bulgaria,2021-05-03,Mu,0
Bulgaria,2021-05-03,Omicron,0
Bulgaria,2021-05-03,S:677H.Robin1,0
Bulgaria,2021-05-03,S:677P.Pelican,0
Bulgaria,2021-05-03,others,0
Bulgaria,2021-05-03,non_who,0
Bulgaria,2021-05-17,Alpha,118
Bulgaria,2021-05-17,B.1.1.277,0
Bulgaria,2021-05-17,B.1.1.302,0
Bulgaria,2021-05-17,B.1.1.519,0
Bulgaria,2021-05-17,B.1.160,0
Bulgaria,2021-05-17,B.1.177,0
Bulgaria,2021-05-17,B.1.221,0
Bulgaria,2021-05-17,B.1.258,0
Bulgaria,2021-05-17,B.1.367,0
Bulgaria,2021-05-17,B.1.620,0
Bulgaria,2021-05-17,Beta,0
Bulgaria,2021-05-17,Delta,0
Bulgaria,2021-05-17,Epsilon,0
Bulgaria,2021-05-17,Eta,0
Bulgaria,2021-05-17,Gamma,0
Bulgaria,2021-05-17,Iota,0
Bulgaria,2021-05-17,Kappa,0
Bulgaria,2021-05-17,Lambda,0
Bulgaria,2021-05-17,Mu,0
Bulgaria,2021-05-17,Omicron,0
Bulgaria,2021-05-17,S:677H.Robin1,0
Bulgaria,2021-05-17,S:677P.Pelican,0
Bulgaria,2021-05-17,others,0
Bulgaria,2021-05-17,non_who,0
Bulgaria,2021-05-31,Alpha,38
Bulgaria,2021-05-31,B.1.1.277,0
Bulgaria,2021-05-31,B.1.1.302,0
Bulgaria,2021-05-31,B.1.1.519,0
Bulgaria,2021-05-31,B.1.160,0
Bulgaria,2021-05-31,B.1.177,0
Bulgaria,2021-05-31,B.1.221,0
Bulgaria,2021-05-31,B.1.258,0
Bulgaria,2021-05-31,B.1.367,0
Bulgaria,2021-05-31,B.1.620,0
Bulgaria,2021-05-31,Beta,0
Bulgaria,2021-05-31,Delta,0
Bulgaria,2021-05-31,Epsilon,0
Bulgaria,2021-05-31,Eta,0
Bulgaria,2021-05-31,Gamma,0
Bulgaria,2021-05-31,Iota,0
Bulgaria,2021-05-31,Kappa,0
Bulgaria,2021-05-31,Lambda,0
Bulgaria,2021-05-31,Mu,0
Bulgaria,2021-05-31,Omicron,0
Bulgaria,2021-05-31,S:677H.Robin1,0
Bulgaria,2021-05-31,S:677P.Pelican,0
Bulgaria,2021-05-31,others,0
Bulgaria,2021-05-31,non_who,0
Bulgaria,2021-06-14,Alpha,92
Bulgaria,2021-06-14,B.1.1.277,0
Bulgaria,2021-06-14,B.1.1.302,0
Bulgaria,2021-06-14,B.1.1.519,0
Bulgaria,2021-06-14,B.1.160,2
Bulgaria,2021-06-14,B.1.177,0
Bulgaria,2021-06-14,B.1.221,0
Bulgaria,2021-06-14,B.1.258,0
Bulgaria,2021-06-14,B.1.367,0
Bulgaria,2021-06-14,B.1.620,0
Bulgaria,2021-06-14,Beta,1
Bulgaria,2021-06-14,Delta,7
Bulgaria,2021-06-14,Epsilon,0
Bulgaria,2021-06-14,Eta,0
Bulgaria,2021-06-14,Gamma,0
Bulgaria,2021-06-14,Iota,0
Bulgaria,2021-06-14,Kappa,0
Bulgaria,2021-06-14,Lambda,0
Bulgaria,2021-06-14,Mu,0
Bulgaria,2021-06-14,Omicron,0
Bulgaria,2021-06-14,S:677H.Robin1,0
Bulgaria,2021-06-14,S:677P.Pelican,0
Bulgaria,2021-06-14,others,1
Bulgaria,2021-06-14,non_who,3
Bulgaria,2021-06-28,Alpha,70
Bulgaria,2021-06-28,B.1.1.277,0
Bulgaria,2021-06-28,B.1.1.302,0
Bulgaria,2021-06-28,B.1.1.519,0
Bulgaria,2021-06-28,B.1.160,0
Bulgaria,2021-06-28,B.1.177,0
Bulgaria,2021-06-28,B.1.221,0
Bulgaria,2021-06-28,B.1.258,0
Bulgaria,2021-06-28,B.1.367,0
Bulgaria,2021-06-28,B.1.620,0
Bulgaria,2021-06-28,Beta,1
Bulgaria,2021-06-28,Delta,51
Bulgaria,2021-06-28,Epsilon,0
Bulgaria,2021-06-28,Eta,0
Bulgaria,2021-06-28,Gamma,0
Bulgaria,2021-06-28,Iota,0
Bulgaria,2021-06-28,Kappa,0
Bulgaria,2021-06-28,Lambda,0
Bulgaria,2021-06-28,Mu,0
Bulgaria,2021-06-28,Omicron,0
Bulgaria,2021-06-28,S:677H.Robin1,0
Bulgaria,2021-06-28,S:677P.Pelican,0
Bulgaria,2021-06-28,others,3
Bulgaria,2021-06-28,non_who,3
Bulgaria,2021-07-12,Alpha,65
Bulgaria,2021-07-12,B.1.1.277,0
Bulgaria,2021-07-12,B.1.1.302,0
Bulgaria,2021-07-12,B.1.1.519,0
Bulgaria,2021-07-12,B.1.160,0
Bulgaria,2021-07-12,B.1.177,0
Bulgaria,2021-07-12,B.1.221,0
Bulgaria,2021-07-12,B.1.258,0
Bulgaria,2021-07-12,B.1.367,0
Bulgaria,2021-07-12,B.1.620,0
Bulgaria,2021-07-12,Beta,1
Bulgaria,2021-07-12,Delta,108
Bulgaria,2021-07-12,Epsilon,0
Bulgaria,2021-07-12,Eta,0
Bulgaria,2021-07-12,Gamma,0
Bulgaria,2021-07-12,Iota,0
Bulgaria,2021-07-12,Kappa,0
Bulgaria,2021-07-12,Lambda,0
Bulgaria,2021-07-12,Mu,0
Bulgaria,2021-07-12,Omicron,0
Bulgaria,2021-07-12,S:677H.Robin1,0
Bulgaria,2021-07-12,S:677P.Pelican,0
Bulgaria,2021-07-12,others,2
Bulgaria,2021-07-12,non_who,2
Bulgaria,2021-07-26,Alpha,10
Bulgaria,2021-07-26,B.1.1.277,0
Bulgaria,2021-07-26,B.1.1.302,0
Bulgaria,2021-07-26,B.1.1.519,0
Bulgaria,2021-07-26,B.1.160,0
Bulgaria,2021-07-26,B.1.177,0
Bulgaria,2021-07-26,B.1.221,0
Bulgaria,2021-07-26,B.1.258,0
Bulgaria,2021-07-26,B.1.367,0
Bulgaria,2021-07-26,B.1.620,0
Bulgaria,2021-07-26,Beta,0
Bulgaria,2021-07-26,Delta,228
Bulgaria,2021-07-26,Epsilon,0
Bulgaria,2021-07-26,Eta,0
Bulgaria,2021-07-26,Gamma,0
Bulgaria,2021-07-26,Iota,0
Bulgaria,2021-07-26,Kappa,0
Bulgaria,2021-07-26,Lambda,0
Bulgaria,2021-07-26,Mu,0
Bulgaria,2021-07-26,Omicron,0
Bulgaria,2021-07-26,S:677H.Robin1,0
Bulgaria,2021-07-26,S:677P.Pelican,0
Bulgaria,2021-07-26,others,1
Bulgaria,2021-07-26,non_who,1
Bulgaria,2021-08-09,Alpha,7
Bulgaria,2021-08-09,B.1.1.277,0
Bulgaria,2021-08-09,B.1.1.302,0
Bulgaria,2021-08-09,B.1.1.519,0
Bulgaria,2021-08-09,B.1.160,0
Bulgaria,2021-08-09,B.1.177,0
Bulgaria,2021-08-09,B.1.221,0
Bulgaria,2021-08-09,B.1.258,0
Bulgaria,2021-08-09,B.1.367,0
Bulgaria,2021-08-09,B.1.620,0
Bulgaria,2021-08-09,Beta,0
Bulgaria,2021-08-09,Delta,485
Bulgaria,2021-08-09,Epsilon,0
Bulgaria,2021-08-09,Eta,0
Bulgaria,2021-08-09,Gamma,0
Bulgaria,2021-08-09,Iota,0
Bulgaria,2021-08-09,Kappa,0
Bulgaria,2021-08-09,Lambda,0
Bulgaria,2021-08-09,Mu,0
Bulgaria,2021-08-09,Omicron,0
Bulgaria,2021-08-09,S:677H.Robin1,0
Bulgaria,2021-08-09,S:677P.Pelican,0
Bulgaria,2021-08-09,others,2
Bulgaria,2021-08-09,non_who,2
Bulgaria,2021-08-23,Alpha,0
Bulgaria,2021-08-23,B.1.1.277,0
Bulgaria,2021-08-23,B.1.1.302,0
Bulgaria,2021-08-23,B.1.1.519,0
Bulgaria,2021-08-23,B.1.160,0
Bulgaria,2021-08-23,B.1.177,0
Bulgaria,2021-08-23,B.1.221,0
Bulgaria,2021-08-23,B.1.258,0
Bulgaria,2021-08-23,B.1.367,0
Bulgaria,2021-08-23,B.1.620,0
Bulgaria,2021-08-23,Beta,0
Bulgaria,2021-08-23,Delta,793
Bulgaria,2021-08-23,Epsilon,0
Bulgaria,2021-08-23,Eta,0
Bulgaria,2021-08-23,Gamma,0
Bulgaria,2021-08-23,Iota,0
Bulgaria,2021-08-23,Kappa,0
Bulgaria,2021-08-23,Lambda,0
Bulgaria,2021-08-23,Mu,0
Bulgaria,2021-08-23,Omicron,0
Bulgaria,2021-08-23,S:677H.Robin1,0
Bulgaria,2021-08-23,S:677P.Pelican,0
Bulgaria,2021-08-23,others,5
Bulgaria,2021-08-23,non_who,5
Bulgaria,2021-09-06,Alpha,1
Bulgaria,2021-09-06,B.1.1.277,0
Bulgaria,2021-09-06,B.1.1.302,0
Bulgaria,2021-09-06,B.1.1.519,0
Bulgaria,2021-09-06,B.1.160,0
Bulgaria,2021-09-06,B.1.177,0
Bulgaria,2021-09-06,B.1.221,0
Bulgaria,2021-09-06,B.1.258,0
Bulgaria,2021-09-06,B.1.367,0
Bulgaria,2021-09-06,B.1.620,0
Bulgaria,2021-09-06,Beta,0
Bulgaria,2021-09-06,Delta,859
Bulgaria,2021-09-06,Epsilon,0
Bulgaria,2021-09-06,Eta,0
Bulgaria,2021-09-06,Gamma,0
Bulgaria,2021-09-06,Iota,0
Bulgaria,2021-09-06,Kappa,0
Bulgaria,2021-09-06,Lambda,0
Bulgaria,2021-09-06,Mu,0
Bulgaria,2021-09-06,Omicron,0
Bulgaria,2021-09-06,S:677H.Robin1,0
Bulgaria,2021-09-06,S:677P.Pelican,0
Bulgaria,2021-09-06,others,3
Bulgaria,2021-09-06,non_who,3
Bulgaria,2021-09-20,Alpha,0
Bulgaria,2021-09-20,B.1.1.277,0
Bulgaria,2021-09-20,B.1.1.302,0
Bulgaria,2021-09-20,B.1.1.519,0
Bulgaria,2021-09-20,B.1.160,0
Bulgaria,2021-09-20,B.1.177,0
Bulgaria,2021-09-20,B.1.221,0
Bulgaria,2021-09-20,B.1.258,0
Bulgaria,2021-09-20,B.1.367,0
Bulgaria,2021-09-20,B.1.620,0
Bulgaria,2021-09-20,Beta,0
Bulgaria,2021-09-20,Delta,739
Bulgaria,2021-09-20,Epsilon,0
Bulgaria,2021-09-20,Eta,0
Bulgaria,2021-09-20,Gamma,0
Bulgaria,2021-09-20,Iota,0
Bulgaria,2021-09-20,Kappa,0
Bulgaria,2021-09-20,Lambda,0
Bulgaria,2021-09-20,Mu,0
Bulgaria,2021-09-20,Omicron,0
Bulgaria,2021-09-20,S:677H.Robin1,0
Bulgaria,2021-09-20,S:677P.Pelican,0
Bulgaria,2021-09-20,others,0
Bulgaria,2021-09-20,non_who,0
Bulgaria,2021-10-04,Alpha,1
Bulgaria,2021-10-04,B.1.1.277,0
Bulgaria,2021-10-04,B.1.1.302,0
Bulgaria,2021-10-04,B.1.1.519,0
Bulgaria,2021-10-04,B.1.160,0
Bulgaria,2021-10-04,B.1.177,0
Bulgaria,2021-10-04,B.1.221,0
Bulgaria,2021-10-04,B.1.258,0
Bulgaria,2021-10-04,B.1.367,0
Bulgaria,2021-10-04,B.1.620,0
Bulgaria,2021-10-04,Beta,0
Bulgaria,2021-10-04,Delta,880
Bulgaria,2021-10-04,Epsilon,0
Bulgaria,2021-10-04,Eta,0
Bulgaria,2021-10-04,Gamma,0
Bulgaria,2021-10-04,Iota,0
Bulgaria,2021-10-04,Kappa,0
Bulgaria,2021-10-04,Lambda,0
Bulgaria,2021-10-04,Mu,0
Bulgaria,2021-10-04,Omicron,0
Bulgaria,2021-10-04,S:677H.Robin1,0
Bulgaria,2021-10-04,S:677P.Pelican,0
Bulgaria,2021-10-04,others,0
Bulgaria,2021-10-04,non_who,0
Bulgaria,2021-10-18,Alpha,0
Bulgaria,2021-10-18,B.1.1.277,0
Bulgaria,2021-10-18,B.1.1.302,0
Bulgaria,2021-10-18,B.1.1.519,0
Bulgaria,2021-10-18,B.1.160,0
Bulgaria,2021-10-18,B.1.177,0
Bulgaria,2021-10-18,B.1.221,0
Bulgaria,2021-10-18,B.1.258,0
Bulgaria,2021-10-18,B.1.367,0
Bulgaria,2021-10-18,B.1.620,0
Bulgaria,2021-10-18,Beta,0
Bulgaria,2021-10-18,Delta,996
Bulgaria,2021-10-18,Epsilon,0
Bulgaria,2021-10-18,Eta,0
Bulgaria,2021-10-18,Gamma,0
Bulgaria,2021-10-18,Iota,0
Bulgaria,2021-10-18,Kappa,0
Bulgaria,2021-10-18,Lambda,0
Bulgaria,2021-10-18,Mu,0
Bulgaria,2021-10-18,Omicron,0
Bulgaria,2021-10-18,S:677H.Robin1,0
Bulgaria,2021-10-18,S:677P.Pelican,0
Bulgaria,2021-10-18,others,0
Bulgaria,2021-10-18,non_who,0
Bulgaria,2021-11-01,Alpha,0
Bulgaria,2021-11-01,B.1.1.277,0
Bulgaria,2021-11-01,B.1.1.302,0
Bulgaria,2021-11-01,B.1.1.519,0
Bulgaria,2021-11-01,B.1.160,0
Bulgaria,2021-11-01,B.1.177,0
Bulgaria,2021-11-01,B.1.221,0
Bulgaria,2021-11-01,B.1.258,0
Bulgaria,2021-11-01,B.1.367,0
Bulgaria,2021-11-01,B.1.620,0
Bulgaria,2021-11-01,Beta,0
Bulgaria,2021-11-01,Delta,1024
Bulgaria,2021-11-01,Epsilon,0
Bulgaria,2021-11-01,Eta,0
Bulgaria,2021-11-01,Gamma,0
Bulgaria,2021-11-01,Iota,0
Bulgaria,2021-11-01,Kappa,0
Bulgaria,2021-11-01,Lambda,0
Bulgaria,2021-11-01,Mu,0
Bulgaria,2021-11-01,Omicron,0
Bulgaria,2021-11-01,S:677H.Robin1,0
Bulgaria,2021-11-01,S:677P.Pelican,0
Bulgaria,2021-11-01,others,0
Bulgaria,2021-11-01,non_who,0
Bulgaria,2021-11-15,Alpha,0
Bulgaria,2021-11-15,B.1.1.277,0
Bulgaria,2021-11-15,B.1.1.302,0
Bulgaria,2021-11-15,B.1.1.519,0
Bulgaria,2021-11-15,B.1.160,0
Bulgaria,2021-11-15,B.1.177,0
Bulgaria,2021-11-15,B.1.221,0
Bulgaria,2021-11-15,B.1.258,0
Bulgaria,2021-11-15,B.1.367,0
Bulgaria,2021-11-15,B.1.620,0
Bulgaria,2021-11-15,Beta,0
Bulgaria,2021-11-15,Delta,547
Bulgaria,2021-11-15,Epsilon,0
Bulgaria,2021-11-15,Eta,0
Bulgaria,2021-11-15,Gamma,0
Bulgaria,2021-11-15,Iota,0
Bulgaria,2021-11-15,Kappa,0
Bulgaria,2021-11-15,Lambda,0
Bulgaria,2021-11-15,Mu,0
Bulgaria,2021-11-15,Omicron,0
Bulgaria,2021-11-15,S:677H.Robin1,0
Bulgaria,2021-11-15,S:677P.Pelican,0
Bulgaria,2021-11-15,others,0
Bulgaria,2021-11-15,non_who,0
Bulgaria,2021-11-29,Alpha,0
Bulgaria,2021-11-29,B.1.1.277,0
Bulgaria,2021-11-29,B.1.1.302,0
Bulgaria,2021-11-29,B.1.1.519,0
Bulgaria,2021-11-29,B.1.160,0
Bulgaria,2021-11-29,B.1.177,0
Bulgaria,2021-11-29,B.1.221,0
Bulgaria,2021-11-29,B.1.258,0
Bulgaria,2021-11-29,B.1.367,0
Bulgaria,2021-11-29,B.1.620,0
Bulgaria,2021-11-29,Beta,0
Bulgaria,2021-11-29,Delta,120
Bulgaria,2021-11-29,Epsilon,0
Bulgaria,2021-11-29,Eta,0
Bulgaria,2021-11-29,Gamma,0
Bulgaria,2021-11-29,Iota,0
Bulgaria,2021-11-29,Kappa,0
Bulgaria,2021-11-29,Lambda,0
Bulgaria,2021-11-29,Mu,0
Bulgaria,2021-11-29,Omicron,0
Bulgaria,2021-11-29,S:677H.Robin1,0
Bulgaria,2021-11-29,S:677P.Pelican,0
Bulgaria,2021-11-29,others,0
Bulgaria,2021-11-29,non_who,0
Cambodia,2020-11-09,Alpha,0
Cambodia,2020-11-09,B.1.1.277,0
Cambodia,2020-11-09,B.1.1.302,0
Cambodia,2020-11-09,B.1.1.519,0
Cambodia,2020-11-09,B.1.160,1
Cambodia,2020-11-09,B.1.177,0
Cambodia,2020-11-09,B.1.221,0
Cambodia,2020-11-09,B.1.258,0
Cambodia,2020-11-09,B.1.367,0
Cambodia,2020-11-09,B.1.620,0
Cambodia,2020-11-09,Beta,0
Cambodia,2020-11-09,Delta,0
Cambodia,2020-11-09,Epsilon,0
Cambodia,2020-11-09,Eta,0
Cambodia,2020-11-09,Gamma,0
Cambodia,2020-11-09,Iota,0
Cambodia,2020-11-09,Kappa,0
Cambodia,2020-11-09,Lambda,0
Cambodia,2020-11-09,Mu,0
Cambodia,2020-11-09,Omicron,0
Cambodia,2020-11-09,S:677H.Robin1,0
Cambodia,2020-11-09,S:677P.Pelican,0
Cambodia,2020-11-09,others,1
Cambodia,2020-11-09,non_who,2
Cambodia,2020-11-23,Alpha,0
Cambodia,2020-11-23,B.1.1.277,0
Cambodia,2020-11-23,B.1.1.302,0
Cambodia,2020-11-23,B.1.1.519,0
Cambodia,2020-11-23,B.1.160,3
Cambodia,2020-11-23,B.1.177,0
Cambodia,2020-11-23,B.1.221,0
Cambodia,2020-11-23,B.1.258,0
Cambodia,2020-11-23,B.1.367,0
Cambodia,2020-11-23,B.1.620,0
Cambodia,2020-11-23,Beta,0
Cambodia,2020-11-23,Delta,0
Cambodia,2020-11-23,Epsilon,0
Cambodia,2020-11-23,Eta,0
Cambodia,2020-11-23,Gamma,0
Cambodia,2020-11-23,Iota,0
Cambodia,2020-11-23,Kappa,0
Cambodia,2020-11-23,Lambda,0
Cambodia,2020-11-23,Mu,0
Cambodia,2020-11-23,Omicron,0
Cambodia,2020-11-23,S:677H.Robin1,0
Cambodia,2020-11-23,S:677P.Pelican,0
Cambodia,2020-11-23,others,1
Cambodia,2020-11-23,non_who,4
Cambodia,2020-12-07,Alpha,0
Cambodia,2020-12-07,B.1.1.277,0
Cambodia,2020-12-07,B.1.1.302,0
Cambodia,2020-12-07,B.1.1.519,0
Cambodia,2020-12-07,B.1.160,0
Cambodia,2020-12-07,B.1.177,0
Cambodia,2020-12-07,B.1.221,0
Cambodia,2020-12-07,B.1.258,0
Cambodia,2020-12-07,B.1.367,0
Cambodia,2020-12-07,B.1.620,0
Cambodia,2020-12-07,Beta,0
Cambodia,2020-12-07,Delta,0
Cambodia,2020-12-07,Epsilon,0
Cambodia,2020-12-07,Eta,0
Cambodia,2020-12-07,Gamma,0
Cambodia,2020-12-07,Iota,0
Cambodia,2020-12-07,Kappa,0
Cambodia,2020-12-07,Lambda,0
Cambodia,2020-12-07,Mu,0
Cambodia,2020-12-07,Omicron,0
Cambodia,2020-12-07,S:677H.Robin1,0
Cambodia,2020-12-07,S:677P.Pelican,0
Cambodia,2020-12-07,others,15
Cambodia,2020-12-07,non_who,15
Cambodia,2020-12-21,Alpha,0
Cambodia,2020-12-21,B.1.1.277,0
Cambodia,2020-12-21,B.1.1.302,0
Cambodia,2020-12-21,B.1.1.519,0
Cambodia,2020-12-21,B.1.160,0
Cambodia,2020-12-21,B.1.177,0
Cambodia,2020-12-21,B.1.221,0
Cambodia,2020-12-21,B.1.258,0
Cambodia,2020-12-21,B.1.367,0
Cambodia,2020-12-21,B.1.620,0
Cambodia,2020-12-21,Beta,0
Cambodia,2020-12-21,Delta,0
Cambodia,2020-12-21,Epsilon,0
Cambodia,2020-12-21,Eta,0
Cambodia,2020-12-21,Gamma,0
Cambodia,2020-12-21,Iota,0
Cambodia,2020-12-21,Kappa,0
Cambodia,2020-12-21,Lambda,0
Cambodia,2020-12-21,Mu,0
Cambodia,2020-12-21,Omicron,0
Cambodia,2020-12-21,S:677H.Robin1,0
Cambodia,2020-12-21,S:677P.Pelican,0
Cambodia,2020-12-21,others,1
Cambodia,2020-12-21,non_who,1
Cambodia,2021-01-04,Alpha,0
Cambodia,2021-01-04,B.1.1.277,0
Cambodia,2021-01-04,B.1.1.302,0
Cambodia,2021-01-04,B.1.1.519,0
Cambodia,2021-01-04,B.1.160,0
Cambodia,2021-01-04,B.1.177,0
Cambodia,2021-01-04,B.1.221,0
Cambodia,2021-01-04,B.1.258,0
Cambodia,2021-01-04,B.1.367,0
Cambodia,2021-01-04,B.1.620,0
Cambodia,2021-01-04,Beta,0
Cambodia,2021-01-04,Delta,0
Cambodia,2021-01-04,Epsilon,0
Cambodia,2021-01-04,Eta,0
Cambodia,2021-01-04,Gamma,0
Cambodia,2021-01-04,Iota,0
Cambodia,2021-01-04,Kappa,0
Cambodia,2021-01-04,Lambda,0
Cambodia,2021-01-04,Mu,0
Cambodia,2021-01-04,Omicron,0
Cambodia,2021-01-04,S:677H.Robin1,0
Cambodia,2021-01-04,S:677P.Pelican,0
Cambodia,2021-01-04,others,5
Cambodia,2021-01-04,non_who,5
Cambodia,2021-01-25,Alpha,0
Cambodia,2021-01-25,B.1.1.277,0
Cambodia,2021-01-25,B.1.1.302,0
Cambodia,2021-01-25,B.1.1.519,0
Cambodia,2021-01-25,B.1.160,0
Cambodia,2021-01-25,B.1.177,0
Cambodia,2021-01-25,B.1.221,0
Cambodia,2021-01-25,B.1.258,0
Cambodia,2021-01-25,B.1.367,0
Cambodia,2021-01-25,B.1.620,0
Cambodia,2021-01-25,Beta,0
Cambodia,2021-01-25,Delta,0
Cambodia,2021-01-25,Epsilon,2
